input_text,product,quantity,price_satuan,pattern
min nasi timbel 5 cepet ya [SEP] baik kak,nasi timbel,5,-1,3
pesen susu putih cincau nya 6 doang [SEP] oke kak susu putih cincau harganya 24 ribu totalnya 24 ribu,susu putih cincau,6,24000,1
mie tiaw seafood pedes mampus yang 999rb pesen semika doang [SEP] rincian pesanan: mie tiaw seafood (999rb) jadi 999k ya kak,mie tiaw seafood,semika,999000,1
"udang goreng tepung 15, beneran 151rb kan donggg [SEP] baik kak udang goreng tepung 151rb satuan totalnya rp 151.000",udang goreng tepung,15,151000,3
"bu pesen nasi ayam asam pedas santai aja yang harganya 21k segelas deh kak [SEP] baik, 21rb ya kak rinciannya nasi ayam asam pedas harganya 21k",nasi ayam asam pedas,segelas,21000,2
cuy mau pesen dua thinwall rice box chicken fire dibungkus deh kak [SEP] rincian pesanan: rice box chicken fire (rp 76.000) jadi 76 ribu ya kak,rice box chicken fire,dua thinwall,76000,1
ibu order mie kremes bawa pulang lima mangkuk deh kak [SEP] mie kremes 12 rbu ya kak jadi 12 ribu,mie kremes,lima mangkuk,12000,3
ani risol homemade ayam sayur anget aja sebungkus [SEP] oke noted,risol homemade ayam sayur,sebungkus,-1,3
buatin choco boba crunch buat kantor 10 dulu [SEP] siap kak choco boba crunch rp 673.000 total rp 673.000 ya,choco boba crunch,10,673000,1
wr wb satu susu kocok boba buble gum pake qris ya bu [SEP] oke kak susu kocok boba buble gum harganya rp 79.000 totalnya 79 ribu,susu kocok boba buble gum,satu,79000,2
"bang almond latte empat sama nasi pecel ayam porsi jumbo ya kak [SEP] pesanan: almond latte 76 ribu, nasi pecel ayam 41k. Total bayar = rp 117.000",almond latte & nasi pecel ayam,empat & porsi jumbo,-1,4
rudi bakso pentol bumbu pisah dua thinwall [SEP] total tagihan 27 ribu untuk bakso pentol harga 27 ribu per item ya,bakso pentol,dua thinwall,27000,2
beli tiga gelas nasi bakar telur yang kyk biasa yaaa [SEP] rincian pesanan: nasi bakar telur (48.000) jadi rp 48.000 ya kak,nasi bakar telur,tiga gelas,48000,2
"bakso enak mantap 5 langsung proses ya [SEP] siap, segera diproses",bakso enak mantap,5,-1,3
pizza beef sausage chicken pake kotak tiga botol aja pak [SEP] pizza beef sausage chicken 22000rb ya kak jadi rp22000rb,pizza beef sausage chicken,tiga botol,22000000,3
"teh popcorn chicken honey 1, beneran rp710rb kan gercep ya [SEP] pesanan masuk: popcorn chicken honey x rp710rb = 710 ribu",popcorn chicken honey,1,710000,1
"halo miinn pesen nasi penyetan tahu tempe langsung proses ya yang harganya 24 ribu 15 buruan ya [SEP] baik, 24rb ya kak rinciannya nasi penyetan tahu tempe hrgny 24 rb",nasi penyetan tahu tempe,15,24000,3
mau teh hijau susu panas jumlahnya 6 ya pak [SEP] siap teh hijau susu panas 994.000 totalnya 994.000 kak,teh hijau susu panas,6,994000,1
kak nmaw order 7 coffeemix susu buat kantor ya mas [SEP] oke kak coffeemix susu hrgny 37rb totalnya 37 ribu,coffeemix susu,7,37000,3
"pesan segelas nasi siobak satu kepala ayam kak [SEP] pesanan: nasi siobak 237rb, kepala ayam rp90rb. Total bayar = rp 327.000",nasi siobak & kepala ayam,segelas & satu,-1,4
pesen nasi goreng ayam saus mentega nya dua box kah [SEP] oke siap kak,nasi goreng ayam saus mentega,dua box,-1,1
bikinin nasi bungkus udang sambalado 22 anget aja deh massss [SEP] rincian pesanan: nasi bungkus udang sambalado (26000rb) jadi 26000k ya kak,nasi bungkus udang sambalado,22,26000000,3
3 mie gobyoss siomay pack dong min [SEP] oke siap kak,mie gobyoss siomay,3,-1,2
mau pesen buat tiga gelas sate ayam kulit buat buka puasa dong mas [SEP] baik kak sate ayam kulit 26k satuan totalnya 26k,sate ayam kulit,tiga gelas,26000,1
"mie kuah jawa porsi gede yang 21 ribu pesen 1 loh [SEP] baik, 21k ya kak rinciannya mie kuah jawa harganya 21 ribu",mie kuah jawa,1,21000,1
mintk 24 mie goreng udang bawa pulang gercep ya [SEP] mie goreng udang 580rb ya kak jadi 580.000,mie goreng udang,24,580000,3
"soto campur telur muda lima cup sama ayam penyet 10 yaaa [SEP] baik kak, lima cup soto campur telur muda (37.000) + 10 ayam penyet (94.000) = rp131rb ya",soto campur telur muda & ayam penyet,lima cup & 10,-1,4
"boleh pesan seporsi bakso aci special esnya dikit aja jangan lama [SEP] halo kak, pesanan bakso aci special seharga rp 71.000 sudah kami proses, total bayar 71k",bakso aci special,seporsi,71000,1
mie sop ceker seplastik bawa pulang [SEP] siap kak,mie sop ceker,seplastik,-1,2
bos abon sosis ayam level 10 dibikin 3 ya [SEP] baik kak abon sosis ayam 69rb satuan totalnya 69 ribu,abon sosis ayam,3,69000,2
konro 23 teh serai panas 20 [SEP] siap. konro 54rb & teh serai panas 98.000. total semuanya 152k kak,konro & teh serai panas,23 & 20,-1,4
semika jeruk susu [SEP] baik kak,jeruk susu,semika,-1,1
andi order nasi ayam taliwang jangan pedes setengah oke ditunggu [SEP] oke kak nasi ayam taliwang harganya 7.000 totalnya 7rb,nasi ayam taliwang,setengah,7000,1
"pesen martabak telur nya porsi jumbo doang [SEP] baik, 60rb ya kak rinciannya martabak telur harganya 60.000",martabak telur,porsi jumbo,60000,2
"3 jus buah semangkok lychee tea [SEP] pesanan: jus buah 12rb, lychee tea 72rb. Total bayar = rp 84.000",jus buah & lychee tea,3 & semangkok,-1,4
hallo malam masih ada nasi goreng jumbo nyam nyam? kalau ada mau empat cepet ya langsung ya [SEP] total tagihan 716.000 untuk nasi goreng jumbo nyam nyam harga 716rb per item ya,nasi goreng jumbo nyam nyam,empat,716000,2
beli 5 tahu bakso daging pedas pisahin kuahnya deh bang [SEP] rincian pesanan: tahu bakso daging pedas (34k) jadi 34rb ya kak,tahu bakso daging pedas,5,34000,2
pesen es cincau nya 16 deh min [SEP] rincian pesanan: es cincau (rp141rb) jadi rp141rb ya kak,es cincau,16,141000,3
"pesan tujuh chicken nugget stick porsi gede creamy chicken with butter rice ya kak [SEP] pesanan: chicken nugget stick rp 105.000, creamy chicken with butter rice 49000 ribu. Total bayar = rp 49105.000",chicken nugget stick & creamy chicken with butter rice,tujuh & porsi gede,-1,4
nasi goreng biasa pake sambel ijo lima aja deh min [SEP] pesanan masuk: nasi goreng biasa x 47 ribu = rp 47.000,nasi goreng biasa,lima,47000,1
pesen sosis bakar ayam nya sembilan ya gan [SEP] rincian pesanan: sosis bakar ayam (13000 ribu) jadi 13000rb ya kak,sosis bakar ayam,sembilan,13000000,2
boleh pesan dua pack chicken bbq jangan lama ya kah [SEP] rincian pesanan: chicken bbq (18k) jadi 18rb ya kak,chicken bbq,dua pack,18000,2
"deni nasi goreng kyogi jangan pedes 6 ya mas [SEP] halo kak, pesanan nasi goreng kyogi seharga rp 926.000 sudah kami proses, total bayar 926.000",nasi goreng kyogi,6,926000,1
mau kopi gayo sanger jumlahnya lima ya [SEP] noted kak ditunggu ya,kopi gayo sanger,lima,-1,2
"pak pesen nasi dendeng batoko buat makan siang yang harganya 752rb 3 dong min [SEP] halo kak, pesanan nasi dendeng batoko seharga 752rb sudah kami proses, total bayar rp 752.000",nasi dendeng batoko,3,752000,1
"pesan siomay babi rebus goreng 23 porsi kecil, oh iya sekalian hot thai tea 2 ya [SEP] noted kak siomay babi rebus goreng 23 rp186rb sama hot thai tea 2 rp 383.000, total rp 569.000",siomay babi rebus goreng & hot thai tea,23 & 2,-1,4
pepes tongkol porsi double yang rp 91.000 pesen 19 kak [SEP] baik kak pepes tongkol rp 91.000 satuan totalnya 91 ribu,pepes tongkol,19,91000,2
mesih aya bakso aci biasa? kalau add mau 12 buat arisan ya bu [SEP] oke bakso aci biasa nharga 57k total rp57rb ya kak,bakso aci biasa,12,57000,3
"mas pesen 10 bebek bakar plus nasi dan secup ayam sambal kemangi terima kasih [SEP] oke kak bebek bakar plus nasi 10 dan ayam sambal kemangi secup, totalnya 26492k",bebek bakar plus nasi & ayam sambal kemangi,10 & secup,-1,4
"mas order ayam geprek sambal andalimanpotong pake qris dua saja [SEP] siap, segera diproses",ayam geprek sambal andalimanpotong,dua,-1,2
soto jeroan masakan 10,soto jeroan masakan,10,-1,2
"ping penyetan tahu tempe nasi 11, beneran 27 ribu kan pak [SEP] pesanan masuk: penyetan tahu tempe nasi x 27 ribu = 27k",penyetan tahu tempe nasi,11,27000,1
"pesen ayam clbk patas nya setengah makasih [SEP] oke, mohon ditunggu sebentar ya",ayam clbk patas,setengah,-1,3
"mau sembilan klepon latten jangan pedes sekarang ya [SEP] halo kak, pesanan klepon latten seharga 282k sudah kami proses, total bayar 282 ribu",klepon latten,sembilan,282000,1
"minta porsi kecil nasi sambal udang asam sunti pedas sedang ya pak [SEP] baik, langsung kami buatkan",nasi sambal udang asam sunti,porsi kecil,-1,1
es campur dua paket ya aa [SEP] noted kak es campur 30k totalnya 30rb,es campur,dua paket,30000,1
pesen classic chicken burger nya 22 makasih [SEP] oke classic chicken burger harga 922rb total 922k ya kak,classic chicken burger,22,922000,1
bakso kosong paket 23 aja siap ditunggu [SEP] bakso kosong rp93rb ya kak jadi 93 ribu,bakso kosong,23,93000,1
bikinin poached chicken dua pack level 10 dong kak [SEP] siap kak poached chicken 91k total rp 91.000 ya,poached chicken,dua pack,91000,2
subuh bakwan siomay penyet  dua mangkuk siap ditunggu [SEP] oke noted,bakwan siomay penyet,dua mangkuk,-1,1
"pesan penyet telor nasi empat level dewa, oh iya sekalian sunday roast chicken 10 ya [SEP] noted kak penyet telor nasi empat 94 ribu sama sunday roast chicken 10 rp7000rb, total 7094k",penyet telor nasi & sunday roast chicken,empat & 10,-1,4
ping pesen taro latte l level dewa yang harganya 18rb tiga botol ya gan [SEP] noted kak taro latte l 18rb totalnya 18.000,taro latte l,tiga botol,18000,3
bungkusin 17 ayam penyet jumbo no nasi [SEP] siap kak,ayam penyet jumbo no nasi,17,-1,2
es coklat pak muh gak pake bawang yang 43k pesen 4 yaaa [SEP] baik kak es coklat pak muh 43k satuan totalnya rp43rb,es coklat pak muh,4,43000,2
mau 15 chicken bbq  budget 52k gercep ya [SEP] chicken bbq 52k ya kak jadi 52k,chicken bbq,15,52000,1
"24 nasi ayam gulai cepet ya dulu [SEP] baik, 87 ribu ya kak rinciannya nasi ayam gulai harganya 87k",nasi ayam gulai,24,87000,1
buatin rice box chicken fire level dewa 20 ya mas [SEP] pesanan masuk: rice box chicken fire x rp29rb = rp29rb,rice box chicken fire,20,29000,2
pak porsi gede ayam penyet tanpa nasi langsung proses ya ajaa [SEP] siap ayam penyet tanpa nasi 412k totalnya 412 ribu kak,ayam penyet tanpa nasi,porsi gede,412000,1
"mbak cilok bawa pulang dibikin 2 ya [SEP] baik, rp93rb ya kak rinciannya cilok harganya 93 ribu",cilok,2,93000,2
mau indomie goreng spesial jumlahnya tiga langsung ya [SEP] siap kak,indomie goreng spesial,tiga,-1,2
pesan sebotol seblak mie baso special buat kantor langsung ya [SEP] siap kak seblak mie baso special rp 41.000 total 41 ribu ya,seblak mie baso special,sebotol,41000,1
pesen mango smoothie nya 6 dong bang [SEP] noks mango smoothie hrg 43 rb ttl 43 ribu ya kak,mango smoothie,6,43000,3
mau ice houjicha latte jumlahnya 18 suwun [SEP] pesanan masuk: ice houjicha latte x 12000.000 = rp12000rb,ice houjicha latte,18,12000000,1
buatin nasi goreng telur dadar santai aja 8 pak [SEP] pesanan masuk: nasi goreng telur dadar x 20000.000 = 20000.000,nasi goreng telur dadar,8,20000000,1
"opak mie gb sambal embe satu + brownies potong topping keju se-thinwall ya [SEP] siap kak, opak mie gb sambal embe rp9rb dan brownies potong topping keju 14 ribu, jadi total 23rb ya",opak mie gb sambal embe & brownies potong topping keju,satu & se-thinwall,-1,4
boleh pesan 6 bakso cumi paket deh kak [SEP] total tagihan rp65rb untuk bakso cumi harga rp65rb per item ya,bakso cumi,6,65000,2
minta semika nasi bebek imut tolong buruan doang [SEP] siaap kak nasi bebek imut 11k total 11.000 ya,nasi bebek imut,semika,11000,3
"andi nasi penyet empal 24, beneran 989k kan dehh [SEP] siap nasi penyet empal 989k totalnya rp 989.000 kak",nasi penyet empal,24,989000,2
pesan satu soes buah cepet ya ya kak [SEP] siap soes buah 958rb totalnya 958 ribu kak,soes buah,satu,958000,1
"mau 24 seblak kwetiau cuanki tambah 4 mie goreng original deh bang [SEP] baik kak, 24 seblak kwetiau cuanki (7000 ribu) + 4 mie goreng original (653rb) = 7653 ribu ya",seblak kwetiau cuanki & mie goreng original,24 & 4,-1,4
"bang nasi sop sapi dua box, beneran 64k kan dong bang [SEP] total tagihan rp 64.000 untuk nasi sop sapi harga 64k per item ya",nasi sop sapi,dua box,64000,2
beli bakso urat besar 447.000 an 8 deh bang [SEP] pesanan masuk: bakso urat besar x 447.000 = 447 ribu,bakso urat besar,8,447000,1
kak nmw order semangkok nasi kepiting nongki buat buka puasa aja [SEP] nasi kepiting nongki 307rb ya kak jadi rp307rb,nasi kepiting nongki,semangkok,307000,3
"mau 1 soup asparagus daging ayam tambah 22 bakso rusuk pak [SEP] siap kak, soup asparagus daging ayam 695k dan bakso rusuk 47k, jadi total 742rb ya",soup asparagus daging ayam & bakso rusuk,1 & 22,-1,4
tolong siapin 6 mie ayam telor setengah porsi aja [SEP] baik kak mie ayam telor 26k satuan totalnya 26.000,mie ayam telor,6,26000,2
bungkusin 14 ayam empal penyet jangan lama ya deh [SEP] oke kak ayam empal penyet harganya 5.000 totalnya rp 5.000,ayam empal penyet,14,5000,2
"mau 7 cheese tea tambah sebotol cheesy chicken cutlet curry thanks [SEP] oke kak cheese tea 7 dan cheesy chicken cutlet curry sebotol, totalnya rp2046rb",cheese tea & cheesy chicken cutlet curry,7 & sebotol,-1,4
tiga porsi teh serai panas level 10 gan [SEP] noted kak teh serai panas rp16000rb totalnya 16000.000,teh serai panas,tiga porsi,16000000,3
buatin bihun rebus kalimantan pake qris sebungkus deh mbak [SEP] oke bihun rebus kalimantan harga rp87rb total 87 ribu ya kak,bihun rebus kalimantan,sebungkus,87000,1
kak mau order dua paket topping ayam bumbu pisah deh massss [SEP] oke kak topping ayam hrgny 65k totalnya 65k,topping ayam,dua paket,65000,3
cuy pesen teh arab maklum untuk anak saya yang harganya 789.000 2 thanks [SEP] baik kak teh arab maklum 789.000 satuan totalnya rp 789.000,teh arab maklum,2,789000,1
bungkusin 10 buffalo chicken wings pisahin kuahnya ya bu [SEP] rincian pesanan: buffalo chicken wings (29rb) jadi rp29rb ya kak,buffalo chicken wings,10,29000,2
empal penyet anter sekarang yang 365k pesen 7 dong mas [SEP] total tagihan 365 ribu untuk empal penyet harga 365k per item ya,empal penyet,7,365000,2
malam masih ada fried chicken? kalau ada mau 23 esnya dikit aja buruan ya [SEP] oke kak fried chicken harganya rp54rb totalnya rp54rb,fried chicken,23,54000,1
pesan delapan es kopi vanilla esnya dikit aja tuh [SEP] oke kak es kopi vanilla harganya 40 ribu totalnya 40rb,es kopi vanilla,delapan,40000,1
tiga nasi ayam kampung pe anget aja dong mas [SEP] pesanan masuk: nasi ayam kampung pe x rp 330.000 = 330k,nasi ayam kampung pe,tiga,330000,2
"mau 10 bakso mangkok tambah delapan cumi penyet dehh [SEP] baik kak, 10 bakso mangkok (rp 21000.000) + delapan cumi penyet (rp 28.000) = rp 21028.000 ya",bakso mangkok & cumi penyet,10 & delapan,-1,4
tolong siapin sebungkus nasi bakar telur porsi gede ya bang [SEP] rincian pesanan: nasi bakar telur (5 ribu) jadi 5k ya kak,nasi bakar telur,sebungkus,5000,2
"mau sebungkus crepes chicken tambah semangkok bakso aci original kok [SEP] siap kak, crepes chicken rp 207.000 dan bakso aci original 39.000, jadi total rp246rb ya",crepes chicken & bakso aci original,sebungkus & semangkok,-1,4
kak mau order 7 nasi goreng telur dadar level 10 makasih [SEP] noted kak nasi goreng telur dadar 71 ribu totalnya 71.000,nasi goreng telur dadar,7,71000,1
sis isa pesan 12 ayam saos anter sekarang saja [SEP] noted kak ayam saos 646 rbuan totalnya rp 646.000,ayam saos,12,646000,3
"bikinin es campur 5 anget aja dong min [SEP] baik, rp 632.000 ya kak rinciannya es campur harganya 632 ribu",es campur,5,632000,1
"dewi mau 4 soto betawi sama 25 konro gan [SEP] noted kak soto betawi 4 rp36000rb sama konro 25 78.000, total rp 36078.000",soto betawi & konro,4 & 25,-1,4
bang nasi penyetan reguler titipan bos dibikin 17 ya [SEP] total tagihan rp920rb untuk nasi penyetan reguler harga 920 ribu per item ya,nasi penyetan reguler,17,920000,2
beli mie special nongki rp54rb an dua mangkuk doang [SEP] siap mie special nongki rp54rb totalnya 54.000 kak,mie special nongki,dua mangkuk,54000,2
mau dua gelas ayam penyet pkt santap gak pake bawang ya pak [SEP] siyaph kak ayam penyet pkt santap 35.000 total 35rb ya,ayam penyet pkt santap,dua gelas,35000,3
11 nasi penyetan tahu tempe pedes mampus suwun [SEP] oke siap kak,nasi penyetan tahu tempe,11,-1,1
"aku pesen tujuh mie goreng sekalian bihun sedap siantar sayur lima kotak ya [SEP] oke kak mie goreng tujuh dan bihun sedap siantar sayur lima kotak, totalnya rp 22430.000",mie goreng & bihun sedap siantar sayur,tujuh & lima kotak,-1,4
kak mau order 21 nasi goreng kalimantan setengah porsi bu [SEP] oke nasi goreng kalimantan harga 48000 rebu ttl 48000rb ya kak,nasi goreng kalimantan,21,48000000,3
bungkusin 13 chicken croffle truffle [SEP] pesanan sedang disiapkan,chicken croffle truffle,13,-1,2
pesan 8 mie ayam komplit buat acara keluarga ya bu [SEP] noted kak ditunggu ya,mie ayam komplit,8,-1,2
"pesan 13 ropang boba 20 teh mawar dong [SEP] oke kak ropang boba 13 dan teh mawar 20, totalnya 123.000",ropang boba & teh mawar,13 & 20,-1,4
pakde order nasi telur pedas wangi anget aja 10 dong bang [SEP] oke kak nasi telur pedas wangi harganya 93rb totalnya rp93rb,nasi telur pedas wangi,10,93000,2
minta tiga porsi sop ayam kriuk esnya dikit aja terima kasih [SEP] total tagihan rp 22.000 untuk sop ayam kriuk harga rp 22.000 per item ya,sop ayam kriuk,tiga porsi,22000,2
"nasi ayam gulai 21 bungkus dan 19 mie kroyok single ditunggu [SEP] pesanan: nasi ayam gulai rp11rb, mie kroyok single 67k. Total bayar = 78rb",nasi ayam gulai & mie kroyok single,21 & 19,-1,4
"order 2 ayam goreng aroma, terus nasi timbel telor tahu tempe nya sebungkus kah [SEP] siap kak, ayam goreng aroma 61k dan nasi timbel telor tahu tempe rp834rb, jadi total 895k ya",ayam goreng aroma & nasi timbel telor tahu tempe,2 & sebungkus,-1,4
siti bisa pesan setengah nasi madura pedes mampus dehh [SEP] total tagihan 15 ribu untuk nasi madura harga 15.000 per item ya,nasi madura,setengah,15000,1
"pesan 10 teh poci leci sebungkus nasi kuning buruan ya [SEP] noted kak teh poci leci 10 7.000 sama nasi kuning sebungkus 182rb, total 189k",teh poci leci & nasi kuning,10 & sebungkus,-1,4
mau pesen buat 14 nasi ayam asam pedas pisahin kuahnya ya bang [SEP] siap kak nasi ayam asam pedas 358.000 total rp 358.000 ya,nasi ayam asam pedas,14,358000,1
mau pesen buat 24 mie kuning sosis kuahgoreng setengah porsi dong mbak [SEP] rincian pesanan: mie kuning sosis kuahgoreng (676.000) jadi 676 ribu ya kak,mie kuning sosis kuahgoreng,24,676000,3
"ping pesen enam nasi campur dan 24 susu caramel matur suwun [SEP] oke kak nasi campur enam dan susu caramel 24, totalnya rp91rb",nasi campur & susu caramel,enam & 24,-1,4
buatin udang kelong goreng s pake sambel ijo 11 deh [SEP] noted kak udang kelong goreng s rp59rb totalnya 59.000,udang kelong goreng s,11,59000,2
ping cheese chicken ball porsi double dibikin porsi kecil ya [SEP] siap cheese chicken ball rp89rb totalnya 89 ribu kak,cheese chicken ball,porsi kecil,89000,2
kk mau pesen tiga porsi nasi bungkus udang sambalado bumbu pisah ajaa [SEP] pesanan masuk: nasi bungkus udang sambalado x rp42rb = 42rb,nasi bungkus udang sambalado,tiga porsi,42000,1
"kak mau pesen 25 ayam geprek sambal andalimanpotong pake kotak deh kak [SEP] baik, langsung kami buatkan",ayam geprek sambal andalimanpotong,25,-1,1
bikinin cireng 4 porsi double pak [SEP] siap cireng 6 ribu totalnya rp 6.000 kak,cireng,4,6000,1
bang sebungkus pecel reog nasi cepet ya donggg [SEP] oke pecel reog nasi harga rp20rb total 20rb ya kak,pecel reog nasi,sebungkus,20000,1
teh bisa pesan 21 nasi paru gak pake bawang jangan lama [SEP] rincian pesanan: nasi paru (rp601rb) jadi 601 ribu ya kak,nasi paru,21,601000,2
bungkusin se-pack nasi gurih telur bulat pedesssss sedang buruan ya [SEP] pesanan masuk: nasi gurih telur bulat x 76.000 = 76rb,nasi gurih telur bulat,se-pack,76000,3
kak mau order porsi jumbo mie goreng telur santai aja deh mas [SEP] pesanan masuk: mie goreng telur x rp 27.000 = rp27rb,mie goreng telur,porsi jumbo,27000,1
tolong siapin 19 rice box chicken fire  tuh [SEP] oke rice box chicken fire harga rp 897.000 total 897rb ya kak,rice box chicken fire,19,897000,1
"ping tipis kering coklat susu 14 sama bakso halus kecil 5 gercep ya [SEP] baik kak, 14 tipis kering coklat susu (33 ribu) + 5 bakso halus kecil (28.000) = 61rb ya",tipis kering coklat susu & bakso halus kecil,14 & 5,-1,4
boleh pesan 10 chicken teriyaki set buat buka puasa ya min [SEP] noted kak chicken teriyaki set 41k totalnya 41k,chicken teriyaki set,10,41000,1
pak mau pesen 13 whole chicken blackpepper titipan bos oke ditunggu [SEP] oke whole chicken blackpepper harga 793k total 793 ribu ya kak,whole chicken blackpepper,13,793000,2
gan bisa pesan tiga bungkus nasi limpa cepet ya makasih [SEP] noted kak nasi limpa 29 ribu totalnya 29rb,nasi limpa,tiga bungkus,29000,1
"mau 22 cireng makan sini ya kak [SEP] halo kak, pesanan cireng seharga 22000k sudah kami proses, total bayar 22000k",cireng,22,22000000,1
bapak 11 sei ayam ricarica dibungkus ya kak [SEP] baik kak,sei ayam ricarica,11,-1,2
min 13 ayam telor penyet tolong buruan deh [SEP] pesanan masuk: ayam telor penyet x 23000rb = 23000 ribu,ayam telor penyet,13,23000000,2
"admin es kelapa muda gelas 21, beneran 30.000 kan langsung ya [SEP] halo kak, pesanan es kelapa muda gelas seharga 30.000 sudah kami proses, total bayar rp 30.000",es kelapa muda gelas,21,30000,1
rudi pesen boba avocado yang kyk biasa yang harganya rp 16.000 dua botol dong bang [SEP] siap kak boba avocado rp 16.000 total 16k ya,boba avocado,dua botol,16000,2
"pesan chicken salad tiga porsi buat bekel sekolah, oh iya sekalian teh jahe aren 5 ya [SEP] oke kak chicken salad tiga porsi dan teh jahe aren 5, totalnya 7502k",chicken salad & teh jahe aren,tiga porsi & 5,-1,4
buatin ayam geprek ranjau sambal ijo bawa pulang 22 deh mbak [SEP] oke kak ayam geprek ranjau sambal ijo harganya 124rb totalnya 124 ribu,ayam geprek ranjau sambal ijo,22,124000,2
pesan 19 es kelapa jeruk pedas sedang kok [SEP] oke kak es kelapa jeruk harganya 18000.000 totalnya rp 18000.000,es kelapa jeruk,19,18000000,1
"subuh pesen satu nasi rawon sapi dan 6 es teh manis small loh [SEP] siap kak, nasi rawon sapi rp656rb dan es teh manis small 13k, jadi total 669 ribu ya",nasi rawon sapi & es teh manis small,satu & 6,-1,4
"bungkusin semangkok rice bowl ayam opor [SEP] baik, langsung kami buatkan",rice bowl ayam opor,semangkok,-1,1
assalamualaikum masih ada mie kering? kalau ada mau dua cup pedes mampus ya min [SEP] oke mie kering harga 414.000 total rp 414.000 ya kak,mie kering,dua cup,414000,1
"soes buah 21 bungkus dan porsi kecil mie hun goreng special deh [SEP] siap kak, soes buah 238rb dan mie hun goreng special rp 6000.000, jadi total rp 6238.000 ya",soes buah & mie hun goreng special,21 & porsi kecil,-1,4
mau pesen buat 14 ice chocolatte makan sini dong [SEP] baik kak ice chocolatte 22rb satuan totalnya 22k,ice chocolatte,14,22000,1
nmo dua fried chicken wings level 10 budget rp42rb pak [SEP] oke kak fried chicken wings hrgny rp42rb totalnya 42rb,fried chicken wings,dua,42000,3
"kak mau order 2 nasi goreng jumbo nyam nyam untuk anak saya suwun [SEP] halo kak, pesanan nasi goreng jumbo nyam nyam seharga 81k sudah kami proses, total bayar 81k",nasi goreng jumbo nyam nyam,2,81000,2
bikin porsi kecil sop duren alpukat  dong mbak [SEP] baik kak sop duren alpukat rp 97.000 satuan totalnya 97.000,sop duren alpukat,porsi kecil,97000,1
mau pesen buat 1 keju wijen susu langsung proses ya ya mbak [SEP] siap kak keju wijen susu rp96rb total rp 96.000 ya,keju wijen susu,1,96000,2
"tiga gelas sushi selamat ya platter porsi gede dong massss [SEP] halo kak, pesanan sushi selamat ya platter seharga 13 rbu sudah kami proses, total byr rp13rb",sushi selamat ya platter,tiga gelas,13000,3
mau pesen buat secup tahu susu bumbu jangan pedes dong min [SEP] baik kak tahu susu bumbu 192rb satuan totalnya 192k,tahu susu bumbu,secup,192000,1
nitip 1 thai tea non boba extra pedas cepet ya [SEP] rincian pesanan: thai tea non boba (32000rb) jadi 32000 ribu ya kak,thai tea non boba,1,32000000,1
bungkusin 8 smoothies chocolate porsi gede ya gan [SEP] noted kak smoothies chocolate rp 66.000 totalnya 66.000,smoothies chocolate,8,66000,3
siti mau pesen 7 chicken barbeque pake sambel ijo gercep ya [SEP] siap chicken barbeque rp77rb totalnya 77rb kak,chicken barbeque,7,77000,1
bakmie goreng krengsengan pedas sekali gak pake bawang yang rp99rb pesen 9 kak [SEP] oke kak bakmie goreng krengsengan pedas sekali harganya rp99rb totalnya 99.000,bakmie goreng krengsengan pedas sekali,9,99000,2
spunbond belikopi small porsi gede + brownies chocochips 25 ya [SEP] siap. spunbond belikopi small 27rb & brownies chocochips 82k. total semuanya 109rb kak,spunbond belikopi small & brownies chocochips,porsi gede & 25,-1,4
mau 17 mille crepes nutela paket cepet ya [SEP] oke mille crepes nutela harga 10000 ribu total 10000 ribu ya kak,mille crepes nutela,17,10000000,2
"minta 12 cookies sagon bakar mini anget aja ya bang [SEP] baik, 150.000 ya kak rinciannya cookies sagon bakar mini harganya 150 rbuan",cookies sagon bakar mini,12,150000,3
pesen bakso malang nya 9 dong mas [SEP] siap kak bakso malang rp 2000.000 total rp 2000.000 ya,bakso malang,9,2000000,2
"kung pao chicken extra pedas yang rp 10.000 pesen dua mangkuk deh bang [SEP] halo kak, pesanan kung pao chicken seharga rp 10.000 sudah kami proses, total bayar rp 10.000",kung pao chicken,dua mangkuk,10000,1
7 ayam tempe penyet bumbu pisah gan [SEP] noted kak ayam tempe penyet 592 ribu totalnya 592 ribu,ayam tempe penyet,7,592000,3
"beli ayam pecak nasi rp461rb an 2 ya bu [SEP] halo kak, pesanan ayam pecak nasi seharga rp461rb sudah kami proses, total bayar rp 461.000",ayam pecak nasi,2,461000,2
tiga piring kopi susu rum regal buat kantor ya bang [SEP] oke siap kak,kopi susu rum regal,tiga piring,-1,2
"assalamualaikum pesen dua cup nasi ikan panggang penyet dan 20 empal siomay penyet thx ya [SEP] noted kak nasi ikan panggang penyet dua cup rp44rb sama empal siomay penyet 20 82rb, total rp126rb",nasi ikan panggang penyet & empal siomay penyet,dua cup & 20,-1,4
"order dua box mie ayam ala mami, terus indomie breaky nya 16 dong bang [SEP] baik kak, dua box mie ayam ala mami (43000rb) + 16 indomie breaky (30000rb) = rp 73000.000 ya",mie ayam ala mami & indomie breaky,dua box & 16,-1,4
mau sepiring nasi jeruk setengah porsi budget 931.000 matur suwun [SEP] siap nasi jeruk 931.000 totalnya 931 ribu kak,nasi jeruk,sepiring,931000,2
order hot ilusi kopi level dewa untuk 21 dong min [SEP] siap kak hot ilusi kopi 125k total 125.000 ya,hot ilusi kopi,21,125000,2
